"","AQSID","Param","Site_code","site_name","status","AgencyID","Agency_name","EPA_reg","lat","long","elev","GMT_offset","country","MSA_code","MSA_name","state_code","state_name","county_code","county_name"
"1","483091037","RWS","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"2","483091037","WS","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"3","483091037","WD","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"4","483091037","SRAD","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"5","483091037","NOX","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"6","483091037","NO","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"7","483091037","TEMP","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"8","483091037","RWD","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"9","483091037","O3","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"10","483091037","PM2.5","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"11","483091037","NO2","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"12","483091037","CO","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"13","483091037","SO2","1037","Waco C1037","Active","TX1","Texas Commission on Environmental Quality","R6",31.6531,-97.0706,140.3,-6,"US",47380," Waco, TX ","48","TX","309","MC LENNAN"
"14","530090015","WD","0015","Neah Bay 2-Makah Tribe","Active","WA1","Washington Department of Ecology","R10",48.366058,-124.610046,0.3,-8,"US",38820," Port Angeles, WA ","53","WA","009","CLALLAM"
"15","450918001","SO2","8001","Catawba Longhouse","Inactive","SC1","South Carolina DHEC","R4",34.9127,-80.8745,162,-5,"US",16740," Charlotte-Gastonia-Concord, NC-SC ","45","SC","091","YORK"
"16","460650003","PM2.5","0003","Pierre","Active","SD1","South Dakota Department of Agriculture and Natural Resources","R8",44.373786,-100.287269,0,-6,"US",NA,"","46","SD","065","HUGHES"
"17","840410030014","PM2.5","0014","Corvallis EPA Office","Active","OR1","Oregon Dept. of Environmental Quality","R10",44.565803,-123.292706,73.8,-8,"US",NA,"","41","OR","003","BENTON"
"18","390950034","O3","0034","Low Service","Inactive","OH1","Ohio EPA-DAPC","R5",41.675213,-83.30693,0,-5,"US",45780," Toledo, OH ","39","OH","095","LUCAS"
"19","320312009","O3","2009","Lemmon Valley","Active","NV2","Northern Nevada Public Health Air Quality Management Division","R9",39.645288,-119.840051,0,-8,"US",39900," Reno-Sparks, NV ","32","NV","031","WASHOE"
"20","410510080","SO2","0080","Portland - SE Lafayette","Active","OR1","Oregon Dept. of Environmental Quality","R10",45.496641,-122.602877,75,-8,"US",38900," Portland-Vancouver-Beaverton, OR-WA ","41","OR","051","MULTNOMAH"
"21","410510080","TEMP","0080","Portland - SE Lafayette","Active","OR1","Oregon Dept. of Environmental Quality","R10",45.496641,-122.602877,75,-8,"US",38900," Portland-Vancouver-Beaverton, OR-WA ","41","OR","051","MULTNOMAH"
"22","410510080","NOX","0080","Portland - SE Lafayette","Active","OR1","Oregon Dept. of Environmental Quality","R10",45.496641,-122.602877,75,-8,"US",38900," Portland-Vancouver-Beaverton, OR-WA ","41","OR","051","MULTNOMAH"
"23","410510080","NO","0080","Portland - SE Lafayette","Active","OR1","Oregon Dept. of Environmental Quality","R10",45.496641,-122.602877,75,-8,"US",38900," Portland-Vancouver-Beaverton, OR-WA ","41","OR","051","MULTNOMAH"
"24","350130023","O3","0023","Solano Drive","Active","NM1","New Mexico Air Quality Bureau","R6",32.3169,-106.7669,0,-7,"US",29740," Las Cruces, NM ","35","NM","013","DONA ANA"
"25","160551010","PM2.5","1010","Athol Neph","Inactive","ID1","Idaho Department of Environmental Quality","R10",47.949025,-116.710897,0,-8,"US",NA,"","16","ID","055","KOOTENAI"
"26","160690012","PM2.5","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"27","160690012","TEMP","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"28","160690012","WS","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"29","160690012","WD","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"30","160690012","RHUM","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"31","160690012","BARPR","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"32","160690012","SRAD","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"33","160690012","PRECIP","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"34","160690012","RWD","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"35","160690012","RWS","0012","Lewiston","Active","ID1","Idaho Department of Environmental Quality","R10",46.408501,-116.991402,0,-8,"US",30300," Lewiston, ID-WA ","16","ID","069","NEZ PERCE"
"36","483819991","O3","9991","Palo Duro","Active","OAP","EPA Office of Atmospheric Protection","R3",34.8803,-101.6649,1050.4,-6,"US",11100," Amarillo, TX ","48","TX","381","RANDALL"
"37","483819991","TEMP","9991","Palo Duro","Active","OAP","EPA Office of Atmospheric Protection","R3",34.8803,-101.6649,1050.4,-6,"US",11100," Amarillo, TX ","48","TX","381","RANDALL"
"38","840560391006","PM2.5","1006","Jackson SLAMS","Active","WY1","Wyoming Department of Environmental Quality","R8",43.457764,-110.797994,1902.3,-7,"US",27220," Jackson, WY-ID ","56","WY","039","TETON"
"39","840560391006","PM10","1006","Jackson SLAMS","Active","WY1","Wyoming Department of Environmental Quality","R8",43.457764,-110.797994,1902.3,-7,"US",27220," Jackson, WY-ID ","56","WY","039","TETON"
"40","530750003","PM2.5","0003","Pullman-Dexter Ave","Active","WA1","Washington Department of Ecology","R10",46.7245,-117.1801,771.3,-8,"US",39420," Pullman, WA ","53","WA","075","WHITMAN"
"41","540219991","O3","9991","Cedar Creek","Active","OAP","EPA Office of Atmospheric Protection","R3",38.8795,-80.8477,233.9,-5,"US",NA,"","54","WV","021","GILMER"
"42","540219991","TEMP","9991","Cedar Creek","Active","OAP","EPA Office of Atmospheric Protection","R3",38.8795,-80.8477,233.9,-5,"US",NA,"","54","WV","021","GILMER"
"43","840132150012","PM2.5","0012","Columbus Baker Street","Active","GA1","Georgia Department of Natural Resources","R4",32.4274,-84.9457,0,-5,"US",NA,"","13","GA","215","MUSCOGEE"
"44","840132150012","PM10","0012","Columbus Baker Street","Active","GA1","Georgia Department of Natural Resources","R4",32.4274,-84.9457,0,-5,"US",NA,"","13","GA","215","MUSCOGEE"
"45","840060718001","PM2.5","8001","Big Bear","Active","CA3","South Coast AQMD","R9",34.264706,-116.861653,2060.3,-8,"US",40140," Riverside-San Bernardino-Ontario, CA ","06","CA","071","SAN BERNARDINO"
"46","121012001","O3","2001","Holiday","Active","FL1","Florida Dept. of Environmental Protection","R4",28.1953,-82.7578,0,-5,"US",45300," Tampa-St. Petersburg-Clearwater, FL ","12","FL","101","PASCO"
"47","840530330089","PM2.5","0089","Auburn M St SE","Inactive","WA1","Washington Department of Ecology","R10",47.2875,-122.2144,4,-8,"US",42660," Seattle-Tacoma-Bellevue, WA ","53","WA","033","KING"
"48","181450001","O3","0001","Fairland","Active","IN4","Indiana Dept. of Environmental Management","R5",39.613367,-85.870669,244,-5,"US",26900," Indianapolis, IN ","18","IN","145","SHELBY"
"49","420030067","O3","0067","South Fayette","Active","PA3","Allegheny County","R3",40.381901,-80.1856,390.1,-5,"US",38300," Pittsburgh, PA ","42","PA","003","ALLEGHENY"
"50","371050002","NO2","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"51","371050002","SO2","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"52","371050002","TEMP","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"53","371050002","RHUM","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"54","371050002","NOX","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"55","371050002","NO","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"56","371050002","O3","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"57","371050002","RWD","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"58","371050002","RWS","0002","Blackstone","Inactive","NC1","North Carolina DEQ - Division of Air Quality","R4",35.4325,-79.2887,130.8,-5,"US",NA,"","37","NC","105","LEE"
"59","530090015","PM2.5","0015","Neah Bay 2-Makah Tribe","Active","WA1","Washington Department of Ecology","R10",48.366058,-124.610046,0.3,-8,"US",38820," Port Angeles, WA ","53","WA","009","CLALLAM"
"60","530090015","TEMP","0015","Neah Bay 2-Makah Tribe","Active","WA1","Washington Department of Ecology","R10",48.366058,-124.610046,0.3,-8,"US",38820," Port Angeles, WA ","53","WA","009","CLALLAM"
"61","530090015","WS","0015","Neah Bay 2-Makah Tribe","Active","WA1","Washington Department of Ecology","R10",48.366058,-124.610046,0.3,-8,"US",38820," Port Angeles, WA ","53","WA","009","CLALLAM"
"62","360810120","PM2.5","0120","Maspeth","Active","NY1","New York Dept. of Environmental Conservation","R2",40.7269,-73.8933,0,-5,"US",35620," New York-Northern New Jersey-Long Island, NY-NJ-PA ","36","NY","081","QUEENS"
"63","270530969","PM2.5","0969","Minneapolis - Wenonah School","Inactive","MN1","Minnesota Pollution Control Agency","R5",44.9006,-93.238297,257.1,-6,"US",33460," Minneapolis-St. Paul-Bloomington, MN-WI ","27","MN","053","HENNEPIN"
"64","060270025","PM10","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"65","060270025","TEMP","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"66","060270025","WS","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"67","060270025","PRECIP","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"68","060270025","RWD","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"69","060270025","RWS","0025","Shell Cut","Active","GBU","Great Basin Unified Air Pollution Control District","R9",36.3663,-117.8976,0,-8,"US",13860," Bishop, CA ","06","CA","027","INYO"
"70","060531003","TEMP","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"71","060531003","WS","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"72","060531003","WD","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"73","060531003","NOX","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"74","060531003","NO","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"75","060531003","O3","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"76","060531003","PM2.5","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"77","060531003","NO2","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"78","060531003","CO","1003","Salinas AMS","Active","MON","Monterey Bay Unified APCD","R9",36.694261,-121.623271,10.1,-8,"US",41500," Salinas, CA ","06","CA","053","MONTEREY"
"79","080850005","WS","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"80","080850005","RHUM","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"81","080850005","PRECIP","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"82","080850005","RWD","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"83","080850005","RWS","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"84","080850005","O3","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"85","080850005","TEMP","0005","Paradox","Inactive","CO1","Colorado Department of Public Health and Environment","R8",38.342763,-108.94499,0,-7,"US",NA,"","08","CO","085","MONTROSE"
"86","060979999","NH3","9999","Test Site","Active","ST1","Sonoma Technology","R9",51.081001,-114.139999,0,-8,"US",NA,"","06","CA","097","SONOMA"
"87","160830009","TEMP","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"88","160830009","WS","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"89","160830009","WD","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"90","160830009","RHUM","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"91","160830009","BARPR","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"92","160830009","SRAD","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"93","160830009","RWD","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"94","160830009","RWS","0009","Kimberly","Active","ID1","Idaho Department of Environmental Quality","R10",42.331959,-114.213043,0,-7,"US",NA,"","16","ID","083","TWIN FALLS"
"95","040213007","O3","3007","Pinal Air Park","Active","AZ4","Pinal County Air Quality Control District","R9",32.508308,-111.30806,0,-7,"US",38060," Phoenix-Mesa-Scottsdale, AZ ","04","AZ","021","PINAL"
"96","040213007","PM10","3007","Pinal Air Park","Active","AZ4","Pinal County Air Quality Control District","R9",32.508308,-111.30806,0,-7,"US",38060," Phoenix-Mesa-Scottsdale, AZ ","04","AZ","021","PINAL"
"97","040213014","PM10","3014","Eloy","Active","AZ4","Pinal County Air Quality Control District","R9",32.757639,-111.554861,0,-7,"US",NA,"","04","AZ","021","PINAL"
"98","060670010","NO","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"99","060670010","RWD","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"100","060670010","RWS","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"101","060670010","O3","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"102","060670010","NOX","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"103","060670010","PM2.5","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"104","060670010","PM10","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"105","060670010","NO2","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"106","060670010","CO","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"107","060670010","TEMP","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"108","060670010","RHUM","0010","Downtown Sacramento - T Street","Active","CA8","California Air Resources Board","R9",38.56844,-121.49311,0,-8,"US",40900," Sacramento--Arden-Arcade--Roseville, CA ","06","CA","067","SACRAMENTO"
"109","061090005","O3","0005","Sonora - Barretta Street","Active","CA8","California Air Resources Board","R9",37.98178,-120.378551,0,-8,"US",38020," Phoenix Lake-Cedar Ridge, CA ","06","CA","109","TUOLUMNE"
"110","061090005","TEMP","0005","Sonora - Barretta Street","Active","CA8","California Air Resources Board","R9",37.98178,-120.378551,0,-8,"US",38020," Phoenix Lake-Cedar Ridge, CA ","06","CA","109","TUOLUMNE"
"111","061090005","RHUM","0005","Sonora - Barretta Street","Active","CA8","California Air Resources Board","R9",37.98178,-120.378551,0,-8,"US",38020," Phoenix Lake-Cedar Ridge, CA ","06","CA","109","TUOLUMNE"
"112","061090005","RWD","0005","Sonora - Barretta Street","Active","CA8","California Air Resources Board","R9",37.98178,-120.378551,0,-8,"US",38020," Phoenix Lake-Cedar Ridge, CA ","06","CA","109","TUOLUMNE"
"113","061090005","RWS","0005","Sonora - Barretta Street","Active","CA8","California Air Resources Board","R9",37.98178,-120.378551,0,-8,"US",38020," Phoenix Lake-Cedar Ridge, CA ","06","CA","109","TUOLUMNE"
"114","840120470017","PM2.5","0017","White Springs Plant","Active","FL1","Florida Dept. of Environmental Protection","R4",30.426029,-82.795356,0,-5,"US",NA,"","12","FL","047","HAMILTON"
"115","840120470017","SO2","0017","White Springs Plant","Active","FL1","Florida Dept. of Environmental Protection","R4",30.426029,-82.795356,0,-5,"US",NA,"","12","FL","047","HAMILTON"
"116","721130004","PM10","0004","Ponce","Active","PR1","Puerto Rico Environmental Quality Board","R2",18.009556,-66.62725,0,-4,"US",NA,"","72","PR","113","PONCE"
"117","800090101","TEMP","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"118","800090101","WS","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"119","800090101","WD","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"120","800090101","RHUM","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"121","800090101","PMC","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"122","800090101","O3","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"123","800090101","PM2.5","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"124","800090101","PM10","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"125","800090101","NO2","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"126","800090101","CO","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"127","800090101","SO2","0101","Pedregal","Active","MXC","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","MX",19.3251,-99.2041,2327.5,-6,"MX",NA,"","80","MX","009","DISTRITO FEDERAL"
"128","634QA1010001","O3","0001","Doha","Active","QA1","U.S. Department of State Qatar - Doha","DSQA",25.3337,51.22953,0,3,"QA",NA,"","na","N/A","N/A","N/A"
"129","634QA1010001","PM2.5","0001","Doha","Active","QA1","U.S. Department of State Qatar - Doha","DSQA",25.3337,51.22953,0,3,"QA",NA,"","na","N/A","N/A","N/A"
"130","CC0096625","PM2.5","6625","N/A","Inactive","AB1","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","CA",0,0,0,-7,"CA",NA,"","na","N/A","N/A","N/A"
"131","CC0096625","O3","6625","N/A","Inactive","AB1","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","CA",0,0,0,-7,"CA",NA,"","na","N/A","N/A","N/A"
"132","011225510","CO","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"133","011225510","TEMP","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"134","011225510","WS","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"135","011225510","WD","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"136","011225510","RHUM","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"137","011225510","NOX","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"138","011225510","NO","5510","JPN Site 011225510","Active","MOE","Japan Ministry of Environment","",35.830982,139.379871,0,9,"",NA,"","na","N/A","N/A","N/A"
"139","012214010","NO","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"140","012214010","TEMP","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"141","012214010","WS","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"142","012214010","WD","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"143","012214010","RHUM","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"144","012214010","NOX","4010","JPN Site 012214010","Active","MOE","Japan Ministry of Environment","",35.720459,140.57811,0,9,"",NA,"","na","N/A","N/A","N/A"
"145","012219380","WS","9380","JPN Site 012219380","Active","MOE","Japan Ministry of Environment","",35.333271,140.146775,0,9,"",NA,"","na","N/A","N/A","N/A"
